CIDR	Start IP	End IP	Subnet Mask	Addresses	Hosts	Wildcard mask
204.79.188.0/25	204.79.188.0	204.79.188.127	255.255.255.128	128	126	0.0.0.127
204.79.188.128/26	204.79.188.128	204.79.188.191	255.255.255.192	64	62	0.0.0.63
204.79.188.192/27	204.79.188.192	204.79.188.223	255.255.255.224	32	30	0.0.0.31
204.79.188.224/28	204.79.188.224	204.79.188.239	255.255.255.240	16	14	0.0.0.15
204.79.188.240/29	204.79.188.240	204.79.188.247	255.255.255.248	8	6	0.0.0.7
204.79.188.248/30	204.79.188.248	204.79.188.251	255.255.255.252	4	2	0.0.0.3
204.79.188.252/31	204.79.188.252	204.79.188.253	255.255.255.254	2	2	0.0.0.1
204.79.188.254/32	204.79.188.254	204.79.188.254	255.255.255.255	1	1	0.0.0.0
204.79.188.255/32	204.79.188.255	204.79.188.255	255.255.255.255	1	1	0.0.0.0
192.92.214.0/25	192.92.214.0	192.92.214.127	255.255.255.128	128	126	0.0.0.127
192.92.214.128/26	192.92.214.128	192.92.214.191	255.255.255.192	64	62	0.0.0.63
192.92.214.192/27	192.92.214.192	192.92.214.223	255.255.255.224	32	30	0.0.0.31
192.92.214.224/28	192.92.214.224	192.92.214.239	255.255.255.240	16	14	0.0.0.15
192.92.214.240/29	192.92.214.240	192.92.214.247	255.255.255.248	8	6	0.0.0.7
192.92.214.248/30	192.92.214.248	192.92.214.251	255.255.255.252	4	2	0.0.0.3
192.92.214.252/31	192.92.214.252	192.92.214.253	255.255.255.254	2	2	0.0.0.1
192.92.214.254/32	192.92.214.254	192.92.214.254	255.255.255.255	1	1	0.0.0.0
192.92.214.255/32	192.92.214.255	192.92.214.255	255.255.255.255	1	1	0.0.0.0
4.128.0.0/13	4.128.0.0	4.135.255.255	255.248.0.0	524288	524286	0.7.255.255
4.136.0.0/14	4.136.0.0	4.139.255.255	255.252.0.0	262144	262142	0.3.255.255
4.140.0.0/15	4.140.0.0	4.141.255.255	255.254.0.0	131072	131070	0.1.255.255
4.142.0.0/16	4.142.0.0	4.142.255.255	255.255.0.0	65536	65534	0.0.255.255
4.143.0.0/17	4.143.0.0	4.143.127.255	255.255.128.0	32768	32766	0.0.127.255
4.143.128.0/18	4.143.128.0	4.143.191.255	255.255.192.0	16384	16382	0.0.63.255
4.143.192.0/19	4.143.192.0	4.143.223.255	255.255.224.0	8192	8190	0.0.31.255
4.143.224.0/20	4.143.224.0	4.143.239.255	255.255.240.0	4096	4094	0.0.15.255
4.143.240.0/21	4.143.240.0	4.143.247.255	255.255.248.0	2048	2046	0.0.7.255
4.143.248.0/22	4.143.248.0	4.143.251.255	255.255.252.0	1024	1022	0.0.3.255
4.143.252.0/23	4.143.252.0	4.143.253.255	255.255.254.0	512	510	0.0.1.255
4.143.254.0/24	4.143.254.0	4.143.254.255	255.255.255.0	256	254	0.0.0.255
4.143.255.0/25	4.143.255.0	4.143.255.127	255.255.255.128	128	126	0.0.0.127
4.143.255.128/26	4.143.255.128	4.143.255.191	255.255.255.192	64	62	0.0.0.63
4.143.255.192/27	4.143.255.192	4.143.255.223	255.255.255.224	32	30	0.0.0.31
4.143.255.224/28	4.143.255.224	4.143.255.239	255.255.255.240	16	14	0.0.0.15
4.143.255.240/29	4.143.255.240	4.143.255.247	255.255.255.248	8	6	0.0.0.7
4.143.255.248/30	4.143.255.248	4.143.255.251	255.255.255.252	4	2	0.0.0.3
4.143.255.252/31	4.143.255.252	4.143.255.253	255.255.255.254	2	2	0.0.0.1
4.143.255.254/32	4.143.255.254	4.143.255.254	255.255.255.255	1	1	0.0.0.0
4.143.255.255/32	4.143.255.255	4.143.255.255	255.255.255.255	1	1	0.0.0.0
8.6.176.0/25	8.6.176.0	8.6.176.127	255.255.255.128	128	126	0.0.0.127
8.6.176.128/26	8.6.176.128	8.6.176.191	255.255.255.192	64	62	0.0.0.63
8.6.176.192/27	8.6.176.192	8.6.176.223	255.255.255.224	32	30	0.0.0.31
8.6.176.224/28	8.6.176.224	8.6.176.239	255.255.255.240	16	14	0.0.0.15
8.6.176.240/29	8.6.176.240	8.6.176.247	255.255.255.248	8	6	0.0.0.7
8.6.176.248/30	8.6.176.248	8.6.176.251	255.255.255.252	4	2	0.0.0.3
8.6.176.252/31	8.6.176.252	8.6.176.253	255.255.255.254	2	2	0.0.0.1
8.6.176.254/32	8.6.176.254	8.6.176.254	255.255.255.255	1	1	0.0.0.0
8.6.176.255/32	8.6.176.255	8.6.176.255	255.255.255.255	1	1	0.0.0.0
204.152.18.0/24	204.152.18.0	204.152.18.255	255.255.255.0	256	254	0.0.0.255
204.152.19.0/25	204.152.19.0	204.152.19.127	255.255.255.128	128	126	0.0.0.127
204.152.19.128/26	204.152.19.128	204.152.19.191	255.255.255.192	64	62	0.0.0.63
204.152.19.192/27	204.152.19.192	204.152.19.223	255.255.255.224	32	30	0.0.0.31
204.152.19.224/28	204.152.19.224	204.152.19.239	255.255.255.240	16	14	0.0.0.15
204.152.19.240/29	204.152.19.240	204.152.19.247	255.255.255.248	8	6	0.0.0.7
204.152.19.248/30	204.152.19.248	204.152.19.251	255.255.255.252	4	2	0.0.0.3
204.152.19.252/31	204.152.19.252	204.152.19.253	255.255.255.254	2	2	0.0.0.1
204.152.19.254/32	204.152.19.254	204.152.19.254	255.255.255.255	1	1	0.0.0.0
204.152.19.255/32	204.152.19.255	204.152.19.255	255.255.255.255	1	1	0.0.0.0
199.60.28.0/25	199.60.28.0	199.60.28.127	255.255.255.128	128	126	0.0.0.127
199.60.28.128/26	199.60.28.128	199.60.28.191	255.255.255.192	64	62	0.0.0.63
199.60.28.192/27	199.60.28.192	199.60.28.223	255.255.255.224	32	30	0.0.0.31
199.60.28.224/28	199.60.28.224	199.60.28.239	255.255.255.240	16	14	0.0.0.15
199.60.28.240/29	199.60.28.240	199.60.28.247	255.255.255.248	8	6	0.0.0.7
199.60.28.248/30	199.60.28.248	199.60.28.251	255.255.255.252	4	2	0.0.0.3
199.60.28.252/31	199.60.28.252	199.60.28.253	255.255.255.254	2	2	0.0.0.1
199.60.28.254/32	199.60.28.254	199.60.28.254	255.255.255.255	1	1	0.0.0.0
199.60.28.255/32	199.60.28.255	199.60.28.255	255.255.255.255	1	1	0.0.0.0
199.242.32.0/20	199.242.32.0	199.242.47.255	255.255.240.0	4096	4094	0.0.15.255
199.242.48.0/22	199.242.48.0	199.242.51.255	255.255.252.0	1024	1022	0.0.3.255
199.242.52.0/23	199.242.52.0	199.242.53.255	255.255.254.0	512	510	0.0.1.255
199.242.54.0/24	199.242.54.0	199.242.54.255	255.255.255.0	256	254	0.0.0.255
199.242.55.0/25	199.242.55.0	199.242.55.127	255.255.255.128	128	126	0.0.0.127
199.242.55.128/26	199.242.55.128	199.242.55.191	255.255.255.192	64	62	0.0.0.63
199.242.55.192/27	199.242.55.192	199.242.55.223	255.255.255.224	32	30	0.0.0.31
199.242.55.224/28	199.242.55.224	199.242.55.239	255.255.255.240	16	14	0.0.0.15
199.242.55.240/29	199.242.55.240	199.242.55.247	255.255.255.248	8	6	0.0.0.7
199.242.55.248/30	199.242.55.248	199.242.55.251	255.255.255.252	4	2	0.0.0.3
199.242.55.252/31	199.242.55.252	199.242.55.253	255.255.255.254	2	2	0.0.0.1
199.242.55.254/32	199.242.55.254	199.242.55.254	255.255.255.255	1	1	0.0.0.0
199.242.55.255/32	199.242.55.255	199.242.55.255	255.255.255.255	1	1	0.0.0.0
96.31.172.0/25	96.31.172.0	96.31.172.127	255.255.255.128	128	126	0.0.0.127
96.31.172.128/26	96.31.172.128	96.31.172.191	255.255.255.192	64	62	0.0.0.63
96.31.172.192/27	96.31.172.192	96.31.172.223	255.255.255.224	32	30	0.0.0.31
96.31.172.224/28	96.31.172.224	96.31.172.239	255.255.255.240	16	14	0.0.0.15
96.31.172.240/29	96.31.172.240	96.31.172.247	255.255.255.248	8	6	0.0.0.7
96.31.172.248/30	96.31.172.248	96.31.172.251	255.255.255.252	4	2	0.0.0.3
96.31.172.252/31	96.31.172.252	96.31.172.253	255.255.255.254	2	2	0.0.0.1
96.31.172.254/32	96.31.172.254	96.31.172.254	255.255.255.255	1	1	0.0.0.0
96.31.172.255/32	96.31.172.255	96.31.172.255	255.255.255.255	1	1	0.0.0.0
4.240.0.0/13	4.240.0.0	4.247.255.255	255.248.0.0	524288	524286	0.7.255.255
4.248.0.0/14	4.248.0.0	4.251.255.255	255.252.0.0	262144	262142	0.3.255.255
4.252.0.0/15	4.252.0.0	4.253.255.255	255.254.0.0	131072	131070	0.1.255.255
4.254.0.0/16	4.254.0.0	4.254.255.255	255.255.0.0	65536	65534	0.0.255.255
4.255.0.0/17	4.255.0.0	4.255.127.255	255.255.128.0	32768	32766	0.0.127.255
4.255.128.0/18	4.255.128.0	4.255.191.255	255.255.192.0	16384	16382	0.0.63.255
4.255.192.0/19	4.255.192.0	4.255.223.255	255.255.224.0	8192	8190	0.0.31.255
4.255.224.0/20	4.255.224.0	4.255.239.255	255.255.240.0	4096	4094	0.0.15.255
4.255.240.0/21	4.255.240.0	4.255.247.255	255.255.248.0	2048	2046	0.0.7.255
4.255.248.0/22	4.255.248.0	4.255.251.255	255.255.252.0	1024	1022	0.0.3.255
4.255.252.0/23	4.255.252.0	4.255.253.255	255.255.254.0	512	510	0.0.1.255
4.255.254.0/24	4.255.254.0	4.255.254.255	255.255.255.0	256	254	0.0.0.255
4.255.255.0/25	4.255.255.0	4.255.255.127	255.255.255.128	128	126	0.0.0.127
4.255.255.128/26	4.255.255.128	4.255.255.191	255.255.255.192	64	62	0.0.0.63
4.255.255.192/27	4.255.255.192	4.255.255.223	255.255.255.224	32	30	0.0.0.31
4.255.255.224/28	4.255.255.224	4.255.255.239	255.255.255.240	16	14	0.0.0.15
4.255.255.240/29	4.255.255.240	4.255.255.247	255.255.255.248	8	6	0.0.0.7
4.255.255.248/30	4.255.255.248	4.255.255.251	255.255.255.252	4	2	0.0.0.3
4.255.255.252/31	4.255.255.252	4.255.255.253	255.255.255.254	2	2	0.0.0.1
4.255.255.254/32	4.255.255.254	4.255.255.254	255.255.255.255	1	1	0.0.0.0
4.255.255.255/32	4.255.255.255	4.255.255.255	255.255.255.255	1	1	0.0.0.0
38.142.245.112/30	38.142.245.112	38.142.245.115	255.255.255.252	4	2	0.0.0.3
38.142.245.116/31	38.142.245.116	38.142.245.117	255.255.255.254	2	2	0.0.0.1
38.142.245.118/32	38.142.245.118	38.142.245.118	255.255.255.255	1	1	0.0.0.0
38.142.245.119/32	38.142.245.119	38.142.245.119	255.255.255.255	1	1	0.0.0.0
38.104.3.36/31	38.104.3.36	38.104.3.37	255.255.255.254	2	2	0.0.0.1
38.104.3.38/32	38.104.3.38	38.104.3.38	255.255.255.255	1	1	0.0.0.0
38.104.3.39/32	38.104.3.39	38.104.3.39	255.255.255.255	1	1	0.0.0.0
204.182.144.0/21	204.182.144.0	204.182.151.255	255.255.248.0	2048	2046	0.0.7.255
204.182.152.0/22	204.182.152.0	204.182.155.255	255.255.252.0	1024	1022	0.0.3.255
204.182.156.0/23	204.182.156.0	204.182.157.255	255.255.254.0	512	510	0.0.1.255
204.182.158.0/24	204.182.158.0	204.182.158.255	255.255.255.0	256	254	0.0.0.255
204.182.159.0/25	204.182.159.0	204.182.159.127	255.255.255.128	128	126	0.0.0.127
204.182.159.128/26	204.182.159.128	204.182.159.191	255.255.255.192	64	62	0.0.0.63
204.182.159.192/27	204.182.159.192	204.182.159.223	255.255.255.224	32	30	0.0.0.31
204.182.159.224/28	204.182.159.224	204.182.159.239	255.255.255.240	16	14	0.0.0.15
204.182.159.240/29	204.182.159.240	204.182.159.247	255.255.255.248	8	6	0.0.0.7
204.182.159.248/30	204.182.159.248	204.182.159.251	255.255.255.252	4	2	0.0.0.3
204.182.159.252/31	204.182.159.252	204.182.159.253	255.255.255.254	2	2	0.0.0.1
204.182.159.254/32	204.182.159.254	204.182.159.254	255.255.255.255	1	1	0.0.0.0
204.182.159.255/32	204.182.159.255	204.182.159.255	255.255.255.255	1	1	0.0.0.0
209.240.192.0/20	209.240.192.0	209.240.207.255	255.255.240.0	4096	4094	0.0.15.255
209.240.208.0/21	209.240.208.0	209.240.215.255	255.255.248.0	2048	2046	0.0.7.255
209.240.216.0/22	209.240.216.0	209.240.219.255	255.255.252.0	1024	1022	0.0.3.255
209.240.220.0/23	209.240.220.0	209.240.221.255	255.255.254.0	512	510	0.0.1.255
209.240.222.0/24	209.240.222.0	209.240.222.255	255.255.255.0	256	254	0.0.0.255
209.240.223.0/25	209.240.223.0	209.240.223.127	255.255.255.128	128	126	0.0.0.127
209.240.223.128/26	209.240.223.128	209.240.223.191	255.255.255.192	64	62	0.0.0.63
209.240.223.192/27	209.240.223.192	209.240.223.223	255.255.255.224	32	30	0.0.0.31
209.240.223.224/28	209.240.223.224	209.240.223.239	255.255.255.240	16	14	0.0.0.15
209.240.223.240/29	209.240.223.240	209.240.223.247	255.255.255.248	8	6	0.0.0.7
209.240.223.248/30	209.240.223.248	209.240.223.251	255.255.255.252	4	2	0.0.0.3
209.240.223.252/31	209.240.223.252	209.240.223.253	255.255.255.254	2	2	0.0.0.1
209.240.223.254/32	209.240.223.254	209.240.223.254	255.255.255.255	1	1	0.0.0.0
209.240.223.255/32	209.240.223.255	209.240.223.255	255.255.255.255	1	1	0.0.0.0
212.78.161.232/30	212.78.161.232	212.78.161.235	255.255.255.252	4	2	0.0.0.3
212.78.161.236/31	212.78.161.236	212.78.161.237	255.255.255.254	2	2	0.0.0.1
212.78.161.238/32	212.78.161.238	212.78.161.238	255.255.255.255	1	1	0.0.0.0
212.78.161.239/32	212.78.161.239	212.78.161.239	255.255.255.255	1	1	0.0.0.0
70.152.0.0/16	70.152.0.0	70.152.255.255	255.255.0.0	65536	65534	0.0.255.255
70.153.0.0/17	70.153.0.0	70.153.127.255	255.255.128.0	32768	32766	0.0.127.255
70.153.128.0/18	70.153.128.0	70.153.191.255	255.255.192.0	16384	16382	0.0.63.255
70.153.192.0/19	70.153.192.0	70.153.223.255	255.255.224.0	8192	8190	0.0.31.255
70.153.224.0/20	70.153.224.0	70.153.239.255	255.255.240.0	4096	4094	0.0.15.255
70.153.240.0/21	70.153.240.0	70.153.247.255	255.255.248.0	2048	2046	0.0.7.255
70.153.248.0/22	70.153.248.0	70.153.251.255	255.255.252.0	1024	1022	0.0.3.255
70.153.252.0/23	70.153.252.0	70.153.253.255	255.255.254.0	512	510	0.0.1.255
70.153.254.0/24	70.153.254.0	70.153.254.255	255.255.255.0	256	254	0.0.0.255
70.153.255.0/25	70.153.255.0	70.153.255.127	255.255.255.128	128	126	0.0.0.127
70.153.255.128/26	70.153.255.128	70.153.255.191	255.255.255.192	64	62	0.0.0.63
70.153.255.192/27	70.153.255.192	70.153.255.223	255.255.255.224	32	30	0.0.0.31
70.153.255.224/28	70.153.255.224	70.153.255.239	255.255.255.240	16	14	0.0.0.15
70.153.255.240/29	70.153.255.240	70.153.255.247	255.255.255.248	8	6	0.0.0.7
70.153.255.248/30	70.153.255.248	70.153.255.251	255.255.255.252	4	2	0.0.0.3
70.153.255.252/31	70.153.255.252	70.153.255.253	255.255.255.254	2	2	0.0.0.1
70.153.255.254/32	70.153.255.254	70.153.255.254	255.255.255.255	1	1	0.0.0.0
70.153.255.255/32	70.153.255.255	70.153.255.255	255.255.255.255	1	1	0.0.0.0
150.171.0.0/17	150.171.0.0	150.171.127.255	255.255.128.0	32768	32766	0.0.127.255
150.171.128.0/18	150.171.128.0	150.171.191.255	255.255.192.0	16384	16382	0.0.63.255
150.171.192.0/19	150.171.192.0	150.171.223.255	255.255.224.0	8192	8190	0.0.31.255
150.171.224.0/20	150.171.224.0	150.171.239.255	255.255.240.0	4096	4094	0.0.15.255
150.171.240.0/21	150.171.240.0	150.171.247.255	255.255.248.0	2048	2046	0.0.7.255
150.171.248.0/22	150.171.248.0	150.171.251.255	255.255.252.0	1024	1022	0.0.3.255
150.171.252.0/23	150.171.252.0	150.171.253.255	255.255.254.0	512	510	0.0.1.255
150.171.254.0/24	150.171.254.0	150.171.254.255	255.255.255.0	256	254	0.0.0.255
150.171.255.0/25	150.171.255.0	150.171.255.127	255.255.255.128	128	126	0.0.0.127
150.171.255.128/26	150.171.255.128	150.171.255.191	255.255.255.192	64	62	0.0.0.63
150.171.255.192/27	150.171.255.192	150.171.255.223	255.255.255.224	32	30	0.0.0.31
150.171.255.224/28	150.171.255.224	150.171.255.239	255.255.255.240	16	14	0.0.0.15
150.171.255.240/29	150.171.255.240	150.171.255.247	255.255.255.248	8	6	0.0.0.7
150.171.255.248/30	150.171.255.248	150.171.255.251	255.255.255.252	4	2	0.0.0.3
150.171.255.252/31	150.171.255.252	150.171.255.253	255.255.255.254	2	2	0.0.0.1
150.171.255.254/32	150.171.255.254	150.171.255.254	255.255.255.255	1	1	0.0.0.0
150.171.255.255/32	150.171.255.255	150.171.255.255	255.255.255.255	1	1	0.0.0.0
138.105.0.0/17	138.105.0.0	138.105.127.255	255.255.128.0	32768	32766	0.0.127.255
138.105.128.0/18	138.105.128.0	138.105.191.255	255.255.192.0	16384	16382	0.0.63.255
138.105.192.0/19	138.105.192.0	138.105.223.255	255.255.224.0	8192	8190	0.0.31.255
138.105.224.0/20	138.105.224.0	138.105.239.255	255.255.240.0	4096	4094	0.0.15.255
138.105.240.0/21	138.105.240.0	138.105.247.255	255.255.248.0	2048	2046	0.0.7.255
138.105.248.0/22	138.105.248.0	138.105.251.255	255.255.252.0	1024	1022	0.0.3.255
138.105.252.0/23	138.105.252.0	138.105.253.255	255.255.254.0	512	510	0.0.1.255
138.105.254.0/24	138.105.254.0	138.105.254.255	255.255.255.0	256	254	0.0.0.255
138.105.255.0/25	138.105.255.0	138.105.255.127	255.255.255.128	128	126	0.0.0.127
138.105.255.128/26	138.105.255.128	138.105.255.191	255.255.255.192	64	62	0.0.0.63
138.105.255.192/27	138.105.255.192	138.105.255.223	255.255.255.224	32	30	0.0.0.31
138.105.255.224/28	138.105.255.224	138.105.255.239	255.255.255.240	16	14	0.0.0.15
138.105.255.240/29	138.105.255.240	138.105.255.247	255.255.255.248	8	6	0.0.0.7
138.105.255.248/30	138.105.255.248	138.105.255.251	255.255.255.252	4	2	0.0.0.3
138.105.255.252/31	138.105.255.252	138.105.255.253	255.255.255.254	2	2	0.0.0.1
138.105.255.254/32	138.105.255.254	138.105.255.254	255.255.255.255	1	1	0.0.0.0
138.105.255.255/32	138.105.255.255	138.105.255.255	255.255.255.255	1	1	0.0.0.0
206.16.209.208/29	206.16.209.208	206.16.209.215	255.255.255.248	8	6	0.0.0.7
206.16.209.216/30	206.16.209.216	206.16.209.219	255.255.255.252	4	2	0.0.0.3
206.16.209.220/31	206.16.209.220	206.16.209.221	255.255.255.254	2	2	0.0.0.1
206.16.209.222/32	206.16.209.222	206.16.209.222	255.255.255.255	1	1	0.0.0.0
206.16.209.223/32	206.16.209.223	206.16.209.223	255.255.255.255	1	1	0.0.0.0
138.196.0.0/17	138.196.0.0	138.196.127.255	255.255.128.0	32768	32766	0.0.127.255
138.196.128.0/18	138.196.128.0	138.196.191.255	255.255.192.0	16384	16382	0.0.63.255
138.196.192.0/19	138.196.192.0	138.196.223.255	255.255.224.0	8192	8190	0.0.31.255
138.196.224.0/20	138.196.224.0	138.196.239.255	255.255.240.0	4096	4094	0.0.15.255
138.196.240.0/21	138.196.240.0	138.196.247.255	255.255.248.0	2048	2046	0.0.7.255
138.196.248.0/22	138.196.248.0	138.196.251.255	255.255.252.0	1024	1022	0.0.3.255
138.196.252.0/23	138.196.252.0	138.196.253.255	255.255.254.0	512	510	0.0.1.255
138.196.254.0/24	138.196.254.0	138.196.254.255	255.255.255.0	256	254	0.0.0.255
138.196.255.0/25	138.196.255.0	138.196.255.127	255.255.255.128	128	126	0.0.0.127
138.196.255.128/26	138.196.255.128	138.196.255.191	255.255.255.192	64	62	0.0.0.63
138.196.255.192/27	138.196.255.192	138.196.255.223	255.255.255.224	32	30	0.0.0.31
138.196.255.224/28	138.196.255.224	138.196.255.239	255.255.255.240	16	14	0.0.0.15
138.196.255.240/29	138.196.255.240	138.196.255.247	255.255.255.248	8	6	0.0.0.7
138.196.255.248/30	138.196.255.248	138.196.255.251	255.255.255.252	4	2	0.0.0.3
138.196.255.252/31	138.196.255.252	138.196.255.253	255.255.255.254	2	2	0.0.0.1
138.196.255.254/32	138.196.255.254	138.196.255.254	255.255.255.255	1	1	0.0.0.0
138.196.255.255/32	138.196.255.255	138.196.255.255	255.255.255.255	1	1	0.0.0.0
199.30.16.0/21	199.30.16.0	199.30.23.255	255.255.248.0	2048	2046	0.0.7.255
199.30.24.0/22	199.30.24.0	199.30.27.255	255.255.252.0	1024	1022	0.0.3.255
199.30.28.0/23	199.30.28.0	199.30.29.255	255.255.254.0	512	510	0.0.1.255
199.30.30.0/24	199.30.30.0	199.30.30.255	255.255.255.0	256	254	0.0.0.255
199.30.31.0/25	199.30.31.0	199.30.31.127	255.255.255.128	128	126	0.0.0.127
199.30.31.128/26	199.30.31.128	199.30.31.191	255.255.255.192	64	62	0.0.0.63
199.30.31.192/27	199.30.31.192	199.30.31.223	255.255.255.224	32	30	0.0.0.31
199.30.31.224/28	199.30.31.224	199.30.31.239	255.255.255.240	16	14	0.0.0.15
199.30.31.240/29	199.30.31.240	199.30.31.247	255.255.255.248	8	6	0.0.0.7
199.30.31.248/30	199.30.31.248	199.30.31.251	255.255.255.252	4	2	0.0.0.3
199.30.31.252/31	199.30.31.252	199.30.31.253	255.255.255.254	2	2	0.0.0.1
199.30.31.254/32	199.30.31.254	199.30.31.254	255.255.255.255	1	1	0.0.0.0
199.30.31.255/32	199.30.31.255	199.30.31.255	255.255.255.255	1	1	0.0.0.0
193.221.113.0/25	193.221.113.0	193.221.113.127	255.255.255.128	128	126	0.0.0.127
193.221.113.128/26	193.221.113.128	193.221.113.191	255.255.255.192	64	62	0.0.0.63
193.221.113.192/27	193.221.113.192	193.221.113.223	255.255.255.224	32	30	0.0.0.31
193.221.113.224/28	193.221.113.224	193.221.113.239	255.255.255.240	16	14	0.0.0.15
193.221.113.240/29	193.221.113.240	193.221.113.247	255.255.255.248	8	6	0.0.0.7
193.221.113.248/30	193.221.113.248	193.221.113.251	255.255.255.252	4	2	0.0.0.3
193.221.113.252/31	193.221.113.252	193.221.113.253	255.255.255.254	2	2	0.0.0.1
193.221.113.254/32	193.221.113.254	193.221.113.254	255.255.255.255	1	1	0.0.0.0
193.221.113.255/32	193.221.113.255	193.221.113.255	255.255.255.255	1	1	0.0.0.0
131.253.3.0/25	131.253.3.0	131.253.3.127	255.255.255.128	128	126	0.0.0.127
131.253.3.128/26	131.253.3.128	131.253.3.191	255.255.255.192	64	62	0.0.0.63
131.253.3.192/27	131.253.3.192	131.253.3.223	255.255.255.224	32	30	0.0.0.31
131.253.3.224/28	131.253.3.224	131.253.3.239	255.255.255.240	16	14	0.0.0.15
131.253.3.240/29	131.253.3.240	131.253.3.247	255.255.255.248	8	6	0.0.0.7
131.253.3.248/30	131.253.3.248	131.253.3.251	255.255.255.252	4	2	0.0.0.3
131.253.3.252/31	131.253.3.252	131.253.3.253	255.255.255.254	2	2	0.0.0.1
131.253.3.254/32	131.253.3.254	131.253.3.254	255.255.255.255	1	1	0.0.0.0
131.253.3.255/32	131.253.3.255	131.253.3.255	255.255.255.255	1	1	0.0.0.0
192.84.160.0/25	192.84.160.0	192.84.160.127	255.255.255.128	128	126	0.0.0.127
192.84.160.128/26	192.84.160.128	192.84.160.191	255.255.255.192	64	62	0.0.0.63
192.84.160.192/27	192.84.160.192	192.84.160.223	255.255.255.224	32	30	0.0.0.31
192.84.160.224/28	192.84.160.224	192.84.160.239	255.255.255.240	16	14	0.0.0.15
192.84.160.240/29	192.84.160.240	192.84.160.247	255.255.255.248	8	6	0.0.0.7
192.84.160.248/30	192.84.160.248	192.84.160.251	255.255.255.252	4	2	0.0.0.3
192.84.160.252/31	192.84.160.252	192.84.160.253	255.255.255.254	2	2	0.0.0.1
192.84.160.254/32	192.84.160.254	192.84.160.254	255.255.255.255	1	1	0.0.0.0
192.84.160.255/32	192.84.160.255	192.84.160.255	255.255.255.255	1	1	0.0.0.0
4.192.0.0/13	4.192.0.0	4.199.255.255	255.248.0.0	524288	524286	0.7.255.255
4.200.0.0/14	4.200.0.0	4.203.255.255	255.252.0.0	262144	262142	0.3.255.255
4.204.0.0/15	4.204.0.0	4.205.255.255	255.254.0.0	131072	131070	0.1.255.255
4.206.0.0/16	4.206.0.0	4.206.255.255	255.255.0.0	65536	65534	0.0.255.255
4.207.0.0/17	4.207.0.0	4.207.127.255	255.255.128.0	32768	32766	0.0.127.255
4.207.128.0/18	4.207.128.0	4.207.191.255	255.255.192.0	16384	16382	0.0.63.255
4.207.192.0/19	4.207.192.0	4.207.223.255	255.255.224.0	8192	8190	0.0.31.255
4.207.224.0/20	4.207.224.0	4.207.239.255	255.255.240.0	4096	4094	0.0.15.255
4.207.240.0/21	4.207.240.0	4.207.247.255	255.255.248.0	2048	2046	0.0.7.255
4.207.248.0/22	4.207.248.0	4.207.251.255	255.255.252.0	1024	1022	0.0.3.255
4.207.252.0/23	4.207.252.0	4.207.253.255	255.255.254.0	512	510	0.0.1.255
4.207.254.0/24	4.207.254.0	4.207.254.255	255.255.255.0	256	254	0.0.0.255
4.207.255.0/25	4.207.255.0	4.207.255.127	255.255.255.128	128	126	0.0.0.127
4.207.255.128/26	4.207.255.128	4.207.255.191	255.255.255.192	64	62	0.0.0.63
4.207.255.192/27	4.207.255.192	4.207.255.223	255.255.255.224	32	30	0.0.0.31
4.207.255.224/28	4.207.255.224	4.207.255.239	255.255.255.240	16	14	0.0.0.15
4.207.255.240/29	4.207.255.240	4.207.255.247	255.255.255.248	8	6	0.0.0.7
4.207.255.248/30	4.207.255.248	4.207.255.251	255.255.255.252	4	2	0.0.0.3
4.207.255.252/31	4.207.255.252	4.207.255.253	255.255.255.254	2	2	0.0.0.1
4.207.255.254/32	4.207.255.254	4.207.255.254	255.255.255.255	1	1	0.0.0.0
4.207.255.255/32	4.207.255.255	4.207.255.255	255.255.255.255	1	1	0.0.0.0
198.58.78.120/30	198.58.78.120	198.58.78.123	255.255.255.252	4	2	0.0.0.3
198.58.78.124/31	198.58.78.124	198.58.78.125	255.255.255.254	2	2	0.0.0.1
198.58.78.126/32	198.58.78.126	198.58.78.126	255.255.255.255	1	1	0.0.0.0
198.58.78.127/32	198.58.78.127	198.58.78.127	255.255.255.255	1	1	0.0.0.0
51.53.0.0/17	51.53.0.0	51.53.127.255	255.255.128.0	32768	32766	0.0.127.255
51.53.128.0/18	51.53.128.0	51.53.191.255	255.255.192.0	16384	16382	0.0.63.255
51.53.192.0/19	51.53.192.0	51.53.223.255	255.255.224.0	8192	8190	0.0.31.255
51.53.224.0/20	51.53.224.0	51.53.239.255	255.255.240.0	4096	4094	0.0.15.255
51.53.240.0/21	51.53.240.0	51.53.247.255	255.255.248.0	2048	2046	0.0.7.255
51.53.248.0/22	51.53.248.0	51.53.251.255	255.255.252.0	1024	1022	0.0.3.255
51.53.252.0/23	51.53.252.0	51.53.253.255	255.255.254.0	512	510	0.0.1.255
51.53.254.0/24	51.53.254.0	51.53.254.255	255.255.255.0	256	254	0.0.0.255
51.53.255.0/25	51.53.255.0	51.53.255.127	255.255.255.128	128	126	0.0.0.127
51.53.255.128/26	51.53.255.128	51.53.255.191	255.255.255.192	64	62	0.0.0.63
51.53.255.192/27	51.53.255.192	51.53.255.223	255.255.255.224	32	30	0.0.0.31
51.53.255.224/28	51.53.255.224	51.53.255.239	255.255.255.240	16	14	0.0.0.15
51.53.255.240/29	51.53.255.240	51.53.255.247	255.255.255.248	8	6	0.0.0.7
